the_geom,PHYSICALID,OBJECTID,STNAME_LAB,BOROUGHCOD,SEGMENTLEN,B5SC,BPHYS_ID,PlntSeas
"LINESTRING (-74.14190792404112 40.619866459274846, -74.1420366565652 40.61897197418893)",61879,60067,CRYSTAL AV,5,327.83832049,525320,561879,Spring14
"LINESTRING (-74.14187942033409 40.620089445604, -74.14190792404112 40.619866459274846)",61880,60068,CRYSTAL AV,5,81.62419143,525320,561880,Spring14
"LINESTRING (-74.14178284679426 40.6208420946238, -74.14187942033409 40.620089445604)",61881,60069,CRYSTAL AV,5,275.5174674,525320,561881,Spring14
"LINESTRING (-74.14167933304165 40.62162781920294, -74.14178284679426 40.6208420946238)",61882,60070,CRYSTAL AV,5,287.69880225,525320,561882,Spring14
"LINESTRING (-74.141616536467 40.622165300763875, -74.14167933304165 40.62162781920294)",61883,60071,CRYSTAL AV,5,196.59329066,525320,561883,Spring14
"LINESTRING (-74.14152426021435 40.62284610951354, -74.141616536467 40.622165300763875)",61884,60072,CRYSTAL AV,5,249.3557802,525320,561884,Spring14
"LINESTRING (-74.14142747000305 40.62360625061188, -74.14152426021435 40.62284610951354)",61885,60073,CRYSTAL AV,5,278.23993034,525320,561885,Spring14
"LINESTRING (-74.14128183710812 40.624592806607964, -74.14142747000305 40.62360625061188)",61886,60074,CRYSTAL AV,5,361.69489362,525320,561886,Spring14
"LINESTRING (-74.14233611496024 40.61660864347256, -74.1423961305605 40.61587506696542)",61887,60075,CRYSTAL AV,5,267.77991683,525320,561887,Spring14
"LINESTRING (-74.1423961305605 40.61587506696542, -74.14248695532454 40.61517620333202)",61888,60076,CRYSTAL AV,5,255.8599206,525320,561888,Spring14
"LINESTRING (-74.14248695532454 40.61517620333202, -74.14258064780485 40.61448197370653)",61889,60077,CRYSTAL AV,5,254.26016442,525320,561889,Spring14
"LINESTRING (-74.14258064780485 40.61448197370653, -74.1426814587501 40.613685805906535)",61890,60078,CRYSTAL AV,5,291.4122023,525320,561890,Spring14
"LINESTRING (-74.1426814587501 40.613685805906535, -74.14278374626433 40.61294576387057)",61891,60079,CRYSTAL AV,5,271.10796813,525320,561891,Spring14
"LINESTRING (-74.14278374626433 40.61294576387057, -74.14288347258388 40.612257875920264)",61892,60080,CRYSTAL AV,5,252.14059129,525320,561892,Spring14
"LINESTRING (-74.14288347258388 40.612257875920264, -74.14299594262042 40.611474227533584)",61893,60081,CRYSTAL AV,5,287.20618387,525320,561893,Spring14
"LINESTRING (-74.14299594262042 40.611474227533584, -74.14305834724789 40.61093465587686)",61894,60082,CRYSTAL AV,5,197.34206503,525320,561894,Spring14
"LINESTRING (-74.13928641978956 40.614869032576394, -74.13973203817108 40.61321294480743)",61895,60083,LIVERMORE AV,5,615.91011176,536650,561895,Spring14
"LINESTRING (-74.13911297447041 40.61551832989095, -74.13928641978956 40.614869032576394)",61896,60084,LIVERMORE AV,5,241.40752336,536650,561896,Spring14
"LINESTRING (-74.13897447166433 40.61619188974407, -74.13903276810673 40.61590838896971, -74.13911297447041 40.61551832989095)",61897,60085,LIVERMORE AV,5,248.38984243,536650,561897,Spring14
"LINESTRING (-74.13973203817108 40.61321294480743, -74.1399739824733 40.61231465773222)",61906,60094,LIVERMORE AV,5,334.09215681,536650,561906,Spring14
"LINESTRING (-74.1399739824733 40.61231465773222, -74.14024388276312 40.61149172948791)",61907,60095,LIVERMORE AV,5,309.03761406,536650,561907,Spring14
"LINESTRING (-74.13917956531388 40.61169870155516, -74.1388165084549 40.6130711232178)",61908,60096,HARVEY AV,5,510.06823515,532240,561908,Spring14
"LINESTRING (-74.1388165084549 40.6130711232178, -74.13855639566545 40.61412912646064)",61909,60097,HARVEY AV,5,392.16528103,532240,561909,Spring14
"LINESTRING (-74.13855639566545 40.61412912646064, -74.13842334839421 40.614704648334296)",61910,60098,HARVEY AV,5,212.90653575,532240,561910,Spring14
"LINESTRING (-74.13694768050173 40.605834559647825, -74.13691970673374 40.60557155925272, -74.13691969458588 40.60557139717307, -74.13691969425348 40.60557123507936, -74.1369112116009 40.60530718485795, -74.1369112112685 40.605307022764215, -74.13691122275148 40.60530686065642, -74.13692230922562 40.60504304016287, -74.13692231919272 40.605042715062226, -74.13692235517381 40.605042399836336, -74.13695292615287 40.60477971689261, -74.13778617892125 40.60471764749934)",61911,60099,WARWICK AV,5,617.55292439,554285,561911,Spring12
"LINESTRING (-74.13703021537263 40.60668774266397, -74.13694768168325 40.60583455964642)",61912,60100,WARWICK AV,5,311.68021933,554285,561912,Spring12
"LINESTRING (-74.13709943112947 40.60748736934309, -74.13703021537263 40.60668774266397)",61913,60101,WARWICK AV,5,291.95793628,554285,561913,Spring12
"LINESTRING (-74.14809445648432 40.559174567955345, -74.14863499865729 40.55978252683194)",61939,60127,GREAVES AV,5,267.61740541,530768,561939,Spring14
"LINESTRING (-74.14863499865729 40.55978252683194, -74.14918850294856 40.560363820620225)",61940,60128,GREAVES AV,5,261.73335873,530768,561940,Spring14
"LINESTRING (-74.14918850294856 40.560363820620225, -74.14972497883545 40.56093996309888)",61941,60129,GREAVES AV,5,257.44851234,530768,561941,Spring14
"LINESTRING (-74.14972497883545 40.56093996309888, -74.15031392525998 40.56150554416211)",61942,60130,GREAVES AV,5,263.13077438,530768,561942,Spring14
"LINESTRING (-74.14496598285194 40.61797970660495, -74.14512419158828 40.61696597946298)",61952,60140,WILLOWBROOK RD,5,371.93022072,555480,561952,Spring14
"LINESTRING (-74.14493260853347 40.61819138033085, -74.14496598285194 40.61797970660495)",61953,60141,WILLOWBROOK RD,5,77.6728409,555480,561953,Spring14
"LINESTRING (-74.1447943716126 40.61904962574772, -74.14493260853347 40.61819138033085)",61954,60142,WILLOWBROOK RD,5,315.02761401,555480,561954,Spring14
"LINESTRING (-74.14476652168209 40.61922616308859, -74.1447943716126 40.61904962574772)",61955,60143,WILLOWBROOK RD,5,64.78032188,555480,561955,Spring14
"LINESTRING (-74.14467967417865 40.61989771042536, -74.14476652168209 40.61922616308859)",61956,60144,WILLOWBROOK RD,5,245.84746598,555480,561956,Spring14
"LINESTRING (-74.14461307608987 40.62042509468373, -74.14467967417865 40.61989771042536)",61957,60145,WILLOWBROOK RD,5,193.02746654,555480,561957,Spring14
"LINESTRING (-74.14458465658505 40.62066652425845, -74.14461307608987 40.62042509468373)",61958,60146,WILLOWBROOK RD,5,88.31226941,555480,561958,Spring14
"LINESTRING (-74.1445335013187 40.62109471456256, -74.14453961868921 40.62104353923521, -74.14458465540325 40.620666524259946)",61959,60147,WILLOWBROOK RD,5,156.6460901,555480,561959,Spring14
"LINESTRING (-74.14446535843531 40.62158107284797, -74.1445335013187 40.62109471456256)",61960,60148,WILLOWBROOK RD,5,178.20015921,555480,561960,Spring14
"LINESTRING (-74.14433482737044 40.62251650040736, -74.14446535843531 40.62158107284797)",61961,60149,WILLOWBROOK RD,5,342.7220023,555480,561961,Spring14
"LINESTRING (-74.1442129424898 40.62339658884484, -74.14433482737044 40.62251650040736)",61962,60150,WILLOWBROOK RD,5,322.41965106,555480,561962,Spring14
"LINESTRING (-74.1441593232866 40.62381329129324, -74.1442129424898 40.62339658884484)",61963,60151,WILLOWBROOK RD,5,152.54384455,555480,561963,Spring14
"LINESTRING (-74.1440243783515 40.62499119814592, -74.1441593232866 40.62381329129324)",61964,60152,WILLOWBROOK RD,5,430.7744575,555480,561964,Spring14
"LINESTRING (-74.14203058389927 40.60975320126569, -74.14296062837178 40.60970545611865)",61966,60154,PURDY AV,5,258.81786673,544140,561966,Spring13
"LINESTRING (-74.14107788608979 40.60980076947786, -74.14203058389927 40.60975320126569)",61967,60155,PURDY AV,5,265.08943234,544140,561967,Spring13
"LINESTRING (-74.1401271485041 40.60984837332847, -74.14107788608979 40.60980076947786)",61968,60156,PURDY AV,5,264.54680441,544140,561968,Spring13
"LINESTRING (-74.13918759985985 40.60989613406791, -74.1401271485041 40.60984837332847)",61969,60157,PURDY AV,5,261.45088051,544140,561969,Spring13
"LINESTRING (-74.13825972725651 40.60994531571817, -74.13918759985985 40.60989613406791)",61970,60158,PURDY AV,5,258.25107876,544140,561970,Spring13
"LINESTRING (-74.13733093104904 40.6099999562507, -74.13825972725651 40.60994531571817)",61971,60159,PURDY AV,5,258.65241312,544140,561971,Spring13
"LINESTRING (-74.13682159836341 40.61003168482725, -74.13733093104904 40.6099999562507)",61972,60160,PURDY AV,5,141.89054835,544140,561972,Spring13
"LINESTRING (-74.13605639272927 40.610067461383416, -74.13682159836341 40.61003168482725)",61973,60161,PURDY AV,5,212.86240078,544140,561973,Spring13
"LINESTRING (-74.13512618142528 40.610113548817665, -74.13605639272927 40.610067461383416)",61974,60162,PURDY AV,5,258.82293433,544140,561974,Spring13
"LINESTRING (-74.13419206744128 40.610164497000035, -74.13512618142528 40.610113548817665)",61975,60163,PURDY AV,5,260.02431498,544140,561975,Spring13
"LINESTRING (-74.13325879564489 40.61021185163293, -74.13419206744128 40.610164497000035)",61976,60164,PURDY AV,5,259.70066588,544140,561976,Spring13
"LINESTRING (-74.13231135173662 40.61025764809209, -74.13325879564489 40.61021185163293)",61977,60165,PURDY AV,5,263.59039838,544140,561977,Spring13
"LINESTRING (-74.13905010270403 40.62674317117599, -74.14008365659542 40.627402340544194)",61981,60169,ORANGE AV,5,374.14440484,541876,561981,Spring10
"LINESTRING (-74.14008365659542 40.627402340544194, -74.1411790990409 40.62810309172094)",61982,60170,ORANGE AV,5,397.03960925,541876,561982,Spring10
"LINESTRING (-74.1411790990409 40.62810309172094, -74.14185544924317 40.62853992134958)",61983,60171,ORANGE AV,5,246.11953763,541876,561983,Spring10
"LINESTRING (-74.13946042205039 40.6194654895024, -74.13988899548546 40.61953174245982)",61984,60172,LATHROP AV,5,121.40260939,535770,561984,Spring14
"LINESTRING (-74.13988899548546 40.61953174245982, -74.14076692434298 40.61967150335731)",61985,60173,LATHROP AV,5,248.98836746,535770,561985,Spring14
"LINESTRING (-74.14076692316311 40.61967150425926, -74.14142735454017 40.61978685104379, -74.14190792285929 40.6198664592763)",61986,60174,LATHROP AV,5,324.62869965,535770,561986,Spring14
"LINESTRING (-74.13627714377448 40.630465903236825, -74.13837064563792 40.63159123274706)",61990,60178,HOMESTEAD AV,5,711.16364415,533370,561990,Spring10
"LINESTRING (-74.13853418189943 40.621128233795574, -74.1387378366266 40.62037370237461)",62008,60196,WOOLLEY AV,5,280.64927173,556370,562008,Spring14
"LINESTRING (-74.13836666837925 40.62173711599098, -74.13853418189943 40.621128233795574)",62009,60197,WOOLLEY AV,5,226.65378963,556370,562009,Spring14
"LINESTRING (-74.1387378366266 40.62037370237461, -74.13900214153126 40.61939464219114)",62010,60198,WOOLLEY AV,5,364.16596202,556370,562010,Spring14
"LINESTRING (-74.13900214153126 40.61939464219114, -74.13923849310956 40.618519157141634)",62011,60199,WOOLLEY AV,5,325.6415445,556370,562011,Spring14
"LINESTRING (-74.13923849310956 40.618519157141634, -74.13944209894562 40.61776581299733)",62012,60200,WOOLLEY AV,5,280.22326819,556370,562012,Spring14
"LINESTRING (-74.13944209894562 40.61776581299733, -74.13964602360876 40.617014548246416)",62013,60201,WOOLLEY AV,5,279.49920737,556370,562013,Spring14
"LINESTRING (-74.13964602360876 40.617014548246416, -74.13982184768574 40.61629982531391)",62014,60202,WOOLLEY AV,5,264.92844559,556370,562014,Spring14
"LINESTRING (-74.13982184768574 40.61629982531391, -74.14004762906555 40.61565730629208)",62015,60203,WOOLLEY AV,5,242.33368631,556370,562015,Spring14
"LINESTRING (-74.14004762906555 40.61565730629208, -74.1402320542294 40.61497924140236)",62016,60204,WOOLLEY AV,5,252.28750578,556370,562016,Spring14
"LINESTRING (-74.1402320542294 40.61497924140236, -74.14041299539996 40.6143095354653)",62017,60205,WOOLLEY AV,5,249.10908425,556370,562017,Spring14
"LINESTRING (-74.14041299539996 40.6143095354653, -74.14066553352262 40.61336605578762)",62018,60206,WOOLLEY AV,5,350.81237411,556370,562018,Spring14
"LINESTRING (-74.14066553352262 40.61336605578762, -74.14085777881137 40.61264796093864)",62019,60207,WOOLLEY AV,5,267.01018652,556370,562019,Spring14
"LINESTRING (-74.14085777881137 40.61264796093864, -74.1409107567078 40.61245934464478)",62020,60208,WOOLLEY AV,5,70.27436361,556370,562020,Spring14
"LINESTRING (-74.1409107567078 40.61245934464478, -74.14103689222016 40.61198601858739)",62021,60209,WOOLLEY AV,5,175.96496395,556370,562021,Spring14
"LINESTRING (-74.14103689222016 40.61198601858739, -74.14120356646835 40.61130510097293)",62022,60210,WOOLLEY AV,5,252.35566314,556370,562022,Spring14
"LINESTRING (-74.14120356646835 40.61130510097293, -74.14107788608979 40.60980076947786)",62023,60211,WOOLLEY AV,5,549.17666443,556370,562023,Spring13
"LINESTRING (-74.14107788608979 40.60980076947786, -74.14092528350794 40.60808963137721)",62024,60212,WOOLLEY AV,5,624.85048053,556370,562024,Spring13
"LINESTRING (-74.14117633044155 40.6150771420876, -74.14248695532454 40.61517620333202)",62041,60229,DELMORE ST,5,365.65915334,525815,562041,Spring14
"LINESTRING (-74.1402320542294 40.61497924140236, -74.14117633044155 40.6150771420876)",62042,60230,DELMORE ST,5,264.57865809,525815,562042,Spring14
"LINESTRING (-74.13982736359438 40.614921974004204, -74.1402320542294 40.61497924140236)",62043,60231,DELMORE ST,5,114.2768181,525815,562043,Spring14
"LINESTRING (-74.13595236062169 40.59968045871001, -74.13598206798974 40.598993063045086)",62054,60242,WASHINGTON AV,5,250.57174764,554300,562054,Spring14
"LINESTRING (-74.13592112979028 40.600362651097285, -74.13595236062169 40.59968045871001)",62055,60243,WASHINGTON AV,5,248.69142749,554300,562055,Spring14
"LINESTRING (-74.13589267097731 40.6009965450893, -74.13592112979028 40.600362651097285)",62056,60244,WASHINGTON AV,5,231.07891846,554300,562056,Spring14
"LINESTRING (-74.13585840596217 40.60223202240062, -74.13589267097731 40.6009965450893)",62057,60245,WASHINGTON AV,5,450.21665853,554300,562057,Spring14
"LINESTRING (-74.13598206798974 40.598993063045086, -74.13602016927449 40.59827984838711)",62058,60246,WASHINGTON AV,5,260.05767642,554300,562058,Spring14
"LINESTRING (-74.13602016927449 40.59827984838711, -74.13606052766329 40.597526755809895)",62059,60247,WASHINGTON AV,5,274.5995519,554300,562059,Spring14
"LINESTRING (-74.13606052766329 40.597526755809895, -74.13608567944696 40.59725418256443)",62060,60248,WASHINGTON AV,5,99.55072099,554300,562060,Spring14
"LINESTRING (-74.14149005837194 40.63348953364069, -74.14158238454046 40.63318173019681)",62064,60252,NICHOLAS AV,5,115.03182849,540200,562064,Fall08
"LINESTRING (-74.14081344845266 40.63205594331752, -74.14104091511416 40.63153018379142)",62066,60253,LA FORGE PL,5,201.68531609,535475,562066,Spring10
"LINESTRING (-74.14104091511416 40.63153018379142, -74.14126838717236 40.6308523168427)",62067,60254,LA FORGE PL,5,254.90829785,535475,562067,Spring10
"LINESTRING (-74.13805849514384 40.62706851770722, -74.13835013713937 40.62732032198453)",62068,60255,BARRETT AV,5,122.35112326,517410,562068,Spring10
"LINESTRING (-74.13581008143693 40.625064339665386, -74.13793305088227 40.62695669840549, -74.13805849514384 40.62706851770722)",62069,60256,BARRETT AV,5,960.57177257,517410,562069,Spring10
"LINESTRING (-74.14085777881137 40.61264796093864, -74.14278374626433 40.61294576387057)",62089,60276,FILLAT ST,5,545.62846942,528240,562089,Spring14
"LINESTRING (-74.13808126753402 40.61303055685314, -74.1388165084549 40.6130711232178)",62090,60277,CASWELL AV,5,204.66851588,522120,562090,Spring14
"LINESTRING (-74.13751414451286 40.61301864742127, -74.13808126753402 40.61303055685314)",62091,60278,CASWELL AV,5,157.51719068,522120,562091,Spring14
"LINESTRING (-74.1388165084549 40.6130711232178, -74.13973203817108 40.61321294480743)",62092,60279,CASWELL AV,5,259.38775308,522120,562092,Spring14
"LINESTRING (-74.13973203817108 40.61321294480743, -74.14066553352262 40.61336605578762)",62093,60280,CASWELL AV,5,265.11206333,522120,562093,Spring14
"LINESTRING (-74.14066553352262 40.61336605578762, -74.1426814587501 40.613685805906535)",62094,60281,CASWELL AV,5,571.69710698,522120,562094,Spring14
"LINESTRING (-74.1426814587501 40.613685805906535, -74.14362796401174 40.61383243885461)",62095,60282,CASWELL AV,5,268.16240353,522120,562095,Spring14
"LINESTRING (-74.14362796401174 40.61383243885461, -74.14456996405457 40.61398123093159)",62096,60283,CASWELL AV,5,267.09461961,522120,562096,Spring14
"LINESTRING (-74.14456996405457 40.61398123093159, -74.1454922403802 40.614127535906015)",62097,60284,CASWELL AV,5,261.54830738,522120,562097,Spring14
"LINESTRING (-74.1454922403802 40.614127535906015, -74.14640703909815 40.614273151406735)",62098,60285,CASWELL AV,5,259.46401127,522120,562098,Spring14
"LINESTRING (-74.14640703909815 40.614273151406735, -74.14768754745522 40.614554312426776)",62099,60286,CASWELL AV,5,369.97924855,522120,562099,Spring14
"LINESTRING (-74.14768754745522 40.614554312426776, -74.14858292227335 40.61475503852853)",62100,60287,CASWELL AV,5,259.12165438,522120,562100,Spring14
"LINESTRING (-74.14858292227335 40.61475503852853, -74.14949029908347 40.61495675784003)",62101,60288,CASWELL AV,5,262.42035739,522120,562101,Spring14
"LINESTRING (-74.14949029908347 40.61495675784003, -74.15039040238332 40.61515863349747)",62102,60289,CASWELL AV,5,260.4978495,522120,562102,Spring14
"LINESTRING (-74.15039040238332 40.61515863349747, -74.15132946949403 40.615301889860596)",62103,60290,CASWELL AV,5,265.88904973,522120,562103,Spring14
"LINESTRING (-74.15132946949403 40.615301889860596, -74.15244793377745 40.615448673965574)",62104,60291,CASWELL AV,5,315.09359443,522120,562104,Spring14
"LINESTRING (-74.14052839291251 40.617152045256745, -74.14072588023794 40.61641455537551)",62105,60292,GLASCOE AV,5,274.22393222,529720,562105,Spring14
"LINESTRING (-74.14032235604424 40.61790590765503, -74.14052839291251 40.617152045256745)",62106,60293,GLASCOE AV,5,280.54512767,529720,562106,Spring14
"LINESTRING (-74.14012284500308 40.618657510360926, -74.14032235604424 40.61790590765503)",62107,60294,GLASCOE AV,5,279.3742613,529720,562107,Spring14
